# Harmony State File
# States: 1398

B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 F4-F6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 F4-F6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 F4-F6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C5-F5 C1-D1 B1-B4 C1-C3 C4-D4 E2-E3 F4-F6 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 C4-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 C4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 E4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 E2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 B4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 A6-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 B6-F6 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 B6-F6 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 B6-F6 E2-F2 B1-D1 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C5-F5 A5-E5 B2-B4 E2-E4 E3-E5 C3-C4 B6-F6 E2-F2 B1-D1 B4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 D4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 E4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 E4-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 B4-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 D4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 E4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E3-E4 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E3-E4 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E3-E4 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E3-E4 B2-F2 B2-C2 E2-E5 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 C4-D4 A5-E5 B1-B4 C3-C5 A6-B6 E3-E4 B2-F2 B2-C2 E2-E5 A4-F4 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 B4-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C4-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 E4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 A5-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 A5-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C1-C3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 E2-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 C1-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 E3-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 C1-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 B4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 A5-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 A6-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 B6-F6 C1-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 B6-F6 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 B6-F6 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 B6-F6 B4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 B6-F6 A5-E5 C1-C2 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 B1-B4 C5-F5 B2-C2 C1-D1 C3-C4 C2-F2 B4-E4 B6-F6 A5-E5 C1-C2 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C1-C3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C1-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 A5-C5 A5-E5 B1-B4 C1-C3 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 A5-C5 A5-E5 B1-B4 C1-C3 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-B6 B2-F2 B2-C2 C1-D1 A5-C5 A5-E5 B1-B4 C1-C3 C4-D4
